Date,SPX,AAPL,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANSS,APH,ATVI,AVGO,CDNS,CERN,CRM,CSCO,CTSH,CTXS,EA,FFIV,FLIR,FTNT,GLW,GRMN,HPQ,IBM,INTC,INTU,IPGP,IT,JNPR,KLAC,LDOS,LRCX,MCHP,MSFT,MSI,MU,MXIM,NTAP,NVDA,ORCL,QCOM,SNPS,STX,SWKS,TEL,TTWO,TXN,TYL,VRSN,WDC,XLNX,XRX,IXN,IGM,IGV,XNTK,XLK,XSD,VGT,RYT,XSW
2015-03-19,1.3389059463524973,0.22962372774414797,-0.10485731010646714,-0.25991999807755095,0.8220280721620072,-0.21259836140624305,0.43485802378252836,0.061012039712582185,0.028736881146442614,0.41897233763490616,0.9106825566356418,-0.11129733780318647,0.09250601895247362,-1.6622856993560615,0.006845831793951553,-0.10647303081313951,-0.21618706584007752,-0.5256288220784849,-0.02392768614140357,-0.11955405286999787,-0.21438900880672843,-0.4586134443835502,1.0952692204759193,0.35991271464425906,-0.08119122400741438,0.08345761052236189,0.18907543995405723,-0.09938401820408113,-0.05615099967325573,-0.038772847752977874,0.28229817073056074,-0.16924994311703898,0.8753967642835797,-0.7829063124236496,-0.03582161345006826,0.023139502877303122,-0.1874779110307486,0.05834348120232752,0.3740599571657831,0.8127219771438545,-0.590243208488284,-0.022036283796084057,-0.14744476902672923,0.2994020343241771,-0.29702519550212647,0.5251453051902286,-0.6260306118912331,0.06514964738896879,-0.1457316562287698,-0.08370944306366997,0.38990649499057933,-0.36077939872120307,-0.247178316328888,1.0968401642768624,1.1755318964779196,0.3548170951452685,0.08781183563697867,0.17157936264053103,0.778834200120048,-0.2854751386397644,0.6800638770807599,0.5198770698146864,-1.56937230169217
2015-03-20,-0.8415513645276453,0.2728391518198594,0.26747615764155164,-0.7476954042994636,0.492414676305971,-0.30176565350490125,0.1752556125893051,-0.16210702335709115,-0.10136491362840427,0.3403192773968731,-0.15316871096477822,0.0845451570332085,0.06622346215151755,0.569993376471023,-0.4451012322888764,0.0770787798037919,0.8969806867171299,-0.3357687109369193,-0.16774675330451055,-0.39531427609434344,0.35604961685798237,0.426541188116116,-0.2356816122410499,-0.783972133143442,0.19438413224181045,-0.8852359881683048,-0.9007975188900119,-0.032133364476060286,-0.3188839614240694,-0.27966279541083994,0.1889843476911724,-0.3844084059512562,1.123558864923512,0.10965672125832368,0.049966344594652705,-0.05343930778472575,0.06477740170393054,-0.31453499414139113,-0.14146995435680815,-0.8377155061961622,-0.05860387606165234,-0.04475254438647194,-0.012190553711678273,0.14780137378509287,-0.29194248452920574,0.42529890939602566,0.29012954767482924,-0.09307631612244331,-0.5913773482925638,-0.06000418824326785,-0.013101508910931873,-0.13177583010752897,-0.4291152056168823,-1.9848754530958048,0.10763197418971487,-0.47577561911847394,0.4032363636767271,-0.15293842660361986,0.46774192616007226,-0.11842132245829316,0.20096640325105605,-0.24247260925565578,-0.1295465701202416
2015-03-23,0.0706593604276685,-0.20014679097668672,0.8081700951982577,0.8486023966867162,0.029611606304223645,0.1486499350795189,0.09350406626769459,-0.13843476447037503,0.5789054433439587,0.27552976659542905,0.45980663808822236,-0.13252643195366487,0.22787297281546504,-0.2778466139753548,0.00817748990399263,-0.061050910536456886,0.22793953348047144,-0.28326114554178217,0.01793327988395269,0.13201646188431596,0.12051833548738135,0.635838512434266,-0.18972399675317217,-0.027514155809354266,0.22242894525029608,-0.7287656816151734,-0.08186062429524721,-0.047383102783827895,-1.888511248029228,-0.1931912913775183,-0.3262676896425087,-0.0027956558899868748,0.7053175543296554,0.3231614731827061,-0.21033354143281427,0.02901125763275025,-0.07859864660570273,0.3719839199954569,0.1392797365271683,0.838961871504413,1.6180553134088491,0.08281396299190785,0.06542349937299395,-0.6749904274788918,0.184383278361328,-0.22606912487309633,-0.18411739654761836,0.07179285872327341,1.1131570349686701,0.09710771350608464,-0.5606877643078436,0.08032469458871282,0.9718967830544846,-0.6778138079323641,-1.0602089454341,0.03198061531471802,0.26989782621025427,-0.03422840944341611,-0.25065683376306713,0.13996253459777674,-0.49576929942139525,0.34380979584888277,-0.16685767575573565
2015-03-24,0.4567473296374105,0.02009159961975977,0.46580300416348097,-0.3612457362972983,-0.6217719702568478,-0.13469083163029313,-0.12974867791819686,0.1537084640481735,-0.352021049195392,0.41562991270091404,-0.1007665979253275,0.15270078097288745,-0.13269454685423487,-0.05559207234996303,0.023591580896635503,0.4161919071372855,0.8737336926578341,-0.18487872832313768,-0.15415720850416662,-0.046747451865975696,-0.28117391158553023,0.27713159404641213,-0.04547133009816125,0.04079959204362512,0.10297940998959158,0.3205745726864537,0.28798015499320767,0.006680616378733062,-0.27521596456848096,0.07509987234244954,0.6353505634950729,-0.07045472616616584,-0.961880240263282,-0.45826598023492965,-0.3063195754860047,0.08200015152332102,0.0005187349220492104,-0.24325984620406124,0.10878602787339368,0.8066667267793118,0.3893363609475258,0.43156774261491765,-0.26877484894954945,-0.24439257254311864,-0.04045522334593213,-0.07677491753762732,-0.2617139566712366,0.024180032480046826,-0.06299297429089445,-0.1552479881345666,-0.1433924781126085,0.18735057423696883,0.2014005724531519,-0.48787322255322035,-0.23920690313570486,-0.28757003998008546,0.04080483707233425,-0.22708109463408105,-0.17669578466876368,-0.03767355514044846,-0.4832179019417352,0.49804767938189964,0.1506870075127006
2015-03-25,-2.0000903905536864,-0.030865113184090846,0.11093550507428428,1.0080903533925527,-0.22000583523756612,0.1884329856021769,0.4053412818436626,0.29659139821519626,-0.6426422807987511,-0.010694652012596652,-0.15408440947291904,0.4087596043222963,0.0700918027345607,-0.05612566496134663,0.23705905151117757,-0.8131255786717826,-0.018257750523921902,-0.8288245141660475,0.09039983865052742,0.01426771700348469,0.17586407365446105,0.14643583743296676,0.25252444109441685,-0.10166038553151402,0.075390524116082,-0.2297939341114848,-0.19479694970391537,0.14558599374597245,-0.8869406036358606,-0.0009470762166644758,0.14894728677862534,0.4056331230546279,-3.7484644939817375,1.759057851664951,0.09957051665887864,0.09270302475973807,0.25282675552754313,-0.11997126465285446,-0.620460669270466,-1.047039111675831,0.8168256262674101,-0.5213985630248769,-0.059491737236745036,0.467306940533346,-0.3747195095893181,-0.9254457859722091,-0.28615630386201446,-0.035913351412032134,1.405212235243046,0.19613434532952606,-0.08062587093387408,-0.1155322382962477,0.4424334581135665,-0.5317609945012052,-1.4493907298985522,-0.15895115914433444,-0.6453672041144347,-0.0859104715521998,-0.2339004249381079,-0.791847375743818,-0.33097003623273563,-0.2562475828945928,-0.1899526379895719
2015-03-26,0.26517489315854587,-0.12717007483586734,0.049601925328452756,0.12740320033572808,0.5741726124569941,0.22918551502355466,0.20510423967069996,-0.08150498938898679,-0.28343896819877196,0.08732394373203893,0.4424233478497466,-0.009729320058620134,-0.11623075837829328,0.0032561178814872723,0.04639602687704101,0.6213000984737617,-1.3999159326443074,-0.46238790657875256,0.022967490911010614,0.06750594306266022,0.11271509783419328,-0.4537541750906438,0.3552448166765274,0.27647365024189624,-0.012565942204957357,-0.5952900804658496,-0.6411749724634517,-0.06861707752487713,-0.3501287436119824,-0.05114296076404326,0.6264623384224635,0.20329024730753922,0.3890473895762845,0.43142177347252353,0.08330921004518928,-0.026732217898110287,0.07175030342096612,-0.27680717925579357,-0.0041298714218549176,0.10234586982601507,0.1006781504152389,-0.22359300531868748,0.04709726485642095,-0.1153574908605628,-0.12092124401892558,-1.3552125534560056,-0.01624050904143844,-0.20416758727368944,-0.2325788549570428,0.0715390216076814,0.08765104906229879,0.14461576966603792,-0.3361185085654701,-0.039259476360391586,0.9192552823477789,-0.004501605446669471,-0.8471947354864618,0.7303111126810213,-0.2347031668905618,-0.5290571517986499,-0.43868127391194317,-0.23134772780635285,-0.5189861469391177
2015-03-27,0.7787502780268386,0.38121359505307734,0.17845392012452652,-1.1849988564241465,0.4815634425433665,-0.3219744795195506,-0.35977770277372856,-0.17357106615087178,0.49752518044559924,0.29931319317192107,-0.15676714608375336,-0.21048463379138263,0.03912074652564121,-0.32873290807440547,-0.061857238515411805,0.35942157523191953,0.21358026768304922,0.18815638061181444,-0.300758202768928,-0.3577881766945763,0.014772939013651846,-0.46147508502426177,-0.24256375161839847,0.0067882283209117515,-0.4227205477973042,0.5164057771235155,-2.371352203040802,-0.16798315089207924,-0.09373552805344904,-0.09855770665752916,0.24101881181269147,-0.06504358144320466,0.07149867400263794,-0.11804377096020253,0.2967362968289992,-0.18712832588437836,-0.15424940043441054,0.2239403369353469,0.4906573590420193,0.8017076237285482,-0.3382347532189106,0.8905825447593122,-0.14519663732725038,-0.21459497158759783,0.631996409980146,1.2413256677247497,-0.27203087530405257,0.4202925941576273,-0.7766523425251832,-0.01571718375774361,-0.30846551530796595,0.34083745149305017,-2.4504778335141717,2.325621370040468,1.0656875872206508,0.339900167920118,0.29485023586744946,1.1900017440573938,0.8937280444700507,0.734506475207106,1.1505063839154335,-1.3914010836142763,0.3344903989109288
2015-03-30,-0.9479538118227889,-0.3582917723009226,0.39428870707374636,4.311387649998313,0.05215513338449171,-0.2623649081025958,0.5560563607461794,0.18186806558180976,-0.42775579746263476,-0.566331708386853,0.002699134808680954,0.053061371972983246,-0.5045488668323708,-0.020777608508861924,-0.17057108259504952,-0.391627110577025,0.5422644569101958,0.1917526912714723,-0.06183622242583045,-0.22459251923129384,0.17032235153207329,-0.11420364034582448,-0.4747582878156045,-0.10350616255765709,-0.1094951494326964,-0.3153279671447406,1.1709878221306154,0.006368875780366314,1.204087696411872,-0.21429198090344004,-0.04770956964256048,0.05676260771139806,-0.2669684759621252,0.2659341241979662,-0.007775179780673988,-0.22664519626212776,0.1572405637906156,0.372615181356705,-0.0748739597491088,-0.22368918734955479,0.47632480862054605,-0.773936265202581,0.5017002517488905,0.38552426769782616,0.10771891075688779,-0.12991640453789702,0.27481532643566653,-0.14113434901851882,-0.7770910961421006,-0.36993853604150295,0.01635786481072024,0.1230691106095139,-0.01761226715340562,-0.9117718921860463,0.1871434175850591,-0.05021111283624832,0.2553347073644632,-1.0906640220276083,-0.3690588017323207,0.1539803438761787,-0.21895745195633337,-0.13132177830864045,0.12147305818252528
2015-03-31,0.5842508298935403,0.29183224128448576,-0.7779252600436556,0.565912237473123,0.1511078232194849,-0.2551196083202115,-0.11859498404745147,0.0022966371004050894,-0.4760166995763596,-0.43388756762971675,0.31494804806960547,0.3225432517192152,-0.2908276137852781,0.43687505238839885,0.10658835385999518,-0.24941403431908094,0.6318791656265558,-0.2666138497536353,0.0619400377381973,-0.09274326355939426,-0.06686059297093859,0.021936164403027335,0.6766622242317692,0.15285159584134989,0.004716006718290461,0.39803700657076624,-0.21481930324939733,-0.14201052167264197,-1.0234748808503538,-0.018103337130096174,-0.28878580212124383,0.10955184320587101,0.15171968611612285,0.4054058016443748,-0.34491230177520854,-0.013198620436354658,0.26403710697480026,-1.0198160830237415,0.057536166939393125,-0.5375192733295807,0.5693095492067796,-0.02528192267445536,0.34859534102100004,0.22410396866448581,0.1706355195326279,-0.24192909865324488,0.05390606808657273,0.31600317387727067,0.537081867673083,0.28290793595685054,-0.07940648668653266,0.13679532484347431,0.07948024466808229,-0.7924628689442376,0.22237637944102615,0.010661166443255576,-0.21460215802378899,-0.06067373355204227,0.47775996140606697,0.07809883570550946,-0.49421971322160185,-0.12013914432154237,-0.4488020042508666
2015-04-01,-0.33179193197701307,-0.07459728358345417,-1.1787607179216486,-0.03577182070561016,-0.5983715388351907,-0.2310669845424366,-0.13333152369809878,-0.10440810039713906,-0.2892759995125374,0.36844129312590573,0.35564875701542553,0.04384852103041529,-0.14039761210756144,-0.04639497614892818,-0.03141155484111924,0.07685637624854569,0.10594052443529947,0.43512603089986274,0.042562680087630006,-0.016679672119295254,0.03904420216294475,0.46031538626126933,0.4145607931347733,0.08440536509284058,0.3237580227047415,0.08803408485277742,0.2187550335020251,0.4326102364752388,-0.21269176439745316,0.0090578396086984,-0.0838755090420435,-0.052949091442583605,0.41786266411495543,-0.40295349524007995,-0.14803270885187553,-0.14873031434901,0.16310998406193467,-0.40867551027103455,0.40746884251683235,-0.04675840260664644,-0.5524064364216802,-0.09845756025109065,0.20212427348392473,0.34178549741740083,-0.2990425991309735,-0.2072214896444558,-0.16584485953921782,-0.313792213189263,0.36395234692496536,-0.4378827498639185,0.07172232698661517,-0.6124824879754502,0.19028107998691834,0.47732352336252054,-0.4678458618208784,-0.045721622815830455,-0.24812691915378626,0.21875030938169077,-0.9793694535130789,0.05142147488785396,0.26230864503862145,-0.23530113412904763,0.5203906906589147
2015-04-02,-0.5901519275079852,-0.15024315832729512,-0.29754968860620995,0.26970000106216874,-1.0147237036105865,0.21421439522389746,0.2225662458763762,0.01681630733088916,1.168889796585337,-0.38584938394728824,-0.2790801035917827,0.18154816235463564,-0.17521052475732746,0.4106464634056055,0.07047116394009409,0.30060377918605125,-0.3126885313296004,0.5235851751920456,-0.0060384427190281215,0.09665309599557041,-0.15811981859741148,-0.15458926207364207,-0.08242451946679222,0.38527624493293094,0.12093634759426808,-0.5089778069779581,-0.0668149430347321,0.1821718813062892,-0.26685423375008827,0.03217213699882212,-0.07238339017062839,-0.12655931113635327,0.14522600441531613,-0.22749401686720738,-0.18723821185513143,0.19589279974452994,0.7397281002899624,0.33708464750889966,-0.17791063060301698,-0.6117339211378804,0.014993742768514616,0.5619673725629875,-0.5057639140810137,0.0712220552964552,-0.45220231768834573,-0.23778436757031376,-0.32865269620789833,0.12479751131416282,-0.08687842979313384,-0.13118187314521332,0.05075279599169155,-0.14172355683724847,-0.1813179923193056,-0.6333841272661918,-0.39537523090845594,-0.05286920890688821,-0.23815961514934705,-0.12101504943066939,0.29970143578672487,0.05206403861255591,0.3200658607157022,-0.3526987057017134,-0.5897286786516543
2015-04-06,-0.3687833006654204,-0.2215496655111767,-0.021061129369299863,0.07403198267315851,0.5507835494242054,-0.4220971892436276,0.4406407694349567,0.03830320690399132,-1.7648601168666378,0.2594876317421908,0.3797633506570008,0.1312002814006076,0.21712236744296756,-0.07729345706480126,0.08743442396451749,0.22570574993368928,0.6699719957662762,-0.40480519868615794,0.1147296433266913,0.42790904794190565,0.026149834480688413,0.18197666054960823,0.10283489462220419,-0.06027266741457115,0.2047306132665163,-0.2556171384582055,-0.17875455370893062,-0.37403890163564474,0.0034760113119024507,0.0004452406345793427,0.006843019871919385,0.06626883576473859,-0.15646650405218887,-0.4349739874257737,-0.2279521861285021,-0.6725145508976571,-0.82495804656034,-0.471647973800972,-0.10233931217238718,-0.5085444834259776,-0.7387149316092467,-0.22858901987859576,-0.16199667964975017,0.2059476465327963,-0.0162077962182394,-0.625331955087075,0.04549968144339867,-0.08975759625783981,0.5950874540881537,0.057690191718616154,0.22186845774050526,0.046621564570542735,0.2625300058637343,-0.7062516464495888,-1.1959749129630628,0.25453800415696665,-0.42086014421327833,-0.5013751178264375,-0.7574422561088943,-0.1370047816012111,-0.591938498288558,0.9673391083069969,1.3202532682512071
2015-04-07,0.5897097557591823,0.40838286646248956,0.39600642535679015,-0.13277786252047552,-0.9758539829044672,-0.02125526157610973,0.2495904782188055,0.01430937754696687,0.5836230873472841,0.2400218911347368,-0.07225699678371814,0.09204651941275876,-0.3551554088551446,0.9907402004684299,0.010197130118782795,-0.31795991803341633,0.47169305985808674,-0.039445157533022246,-0.06991545435098641,-0.37100790678636436,0.024696795791071757,-0.05584655686660436,0.5868447205839896,0.5005084205872158,-0.1695320057434757,0.03202517917466807,-0.45493652105083615,-0.1454979444532882,0.2667021767112396,-0.0026387401516106226,-1.0864677273802659,0.049958783998900955,0.10219785460424961,0.47292967064777913,0.33260257268305243,-0.03530458269985599,0.3321617826988016,0.4821234987378256,-0.20858732197178395,0.24495991549012566,-0.2914802305641177,0.0033367085888440433,-0.1352908011976173,0.11097806508201354,-0.5951195768867792,0.19717919457928457,-0.15990496051199465,0.12966339598214172,-0.0785565605367131,0.1563188437352888,0.09368994671454463,-0.16386448510336943,-0.3397159340158078,-0.12668605777608272,0.9349641998379455,0.17178412736031107,-0.23326007770444968,-0.04785346909337408,0.5557146004162591,-0.061018759749695534,0.3804437904598169,-0.20476501798937818,-1.5628411447640373
2015-04-08,0.24577386529475087,0.26747513420086005,0.3326641540790604,0.06712461150127849,-0.7740182406137933,0.1163817789108572,-0.5115663855411505,0.020761673165694383,0.6954632169016206,-0.05714822827526355,-0.04096633673394037,0.023702890529918298,-0.5232598425061399,-0.3224251502226698,-0.12062787095229467,-0.010434260923487773,-0.06653624607083307,-0.5431928034475597,0.014773138208024969,-0.0682053895533844,-0.24465199070385815,0.1792642715029495,-0.004435249574649688,-0.24665386957447133,0.040385341067989695,0.4212404918974936,0.017678227880930576,-0.008871203418719687,-0.06713765889969674,-0.05157195185297538,0.2686913233758966,-0.01693053299693779,-0.25691587876943195,-0.6493933196665617,-0.19189999409459102,0.16241298160687598,0.16660787056730145,-0.15600713557231674,-0.00254902909501586,-0.009513667335708109,0.03226745175952131,0.02220591727405079,-0.06530604599493331,0.6207707542528418,0.3227904456063873,-0.07448364006696626,-0.21020269346039758,0.16173105321151676,0.48727061384585996,-0.11957411157600543,-0.10386709031488725,0.0797970903515739,-0.07723393057558489,-0.589496406039486,0.5549738200124179,0.004660131862937246,0.09596669611053221,0.197805341859564,0.24968898252055424,0.011084472198453292,0.24333494300212558,-0.1230994680992642,-0.6897877590155246
2015-04-09,-0.3619041639104138,-0.06105989557478059,-0.348487607179294,0.0610930896018424,-0.6028668517921354,-0.6945274645256396,-0.091613518868853,0.010376308761267997,0.7413956273222782,0.20657381976727227,0.26835341112291156,0.09877542297531938,0.17821384537081952,-0.7015067887179794,-0.20669321990797324,0.1116839124351138,-0.23554943989858143,0.001984106486302344,0.1700005907102964,-0.5446320517264147,0.15406758944135573,-0.40593927014016923,-0.22684099800286658,-0.136378026021863,0.01651240947327136,0.049174509743100905,0.15837902388977265,-0.08550016512094168,0.3344658552265067,0.016097379078448798,-0.41356106187322444,-0.15513441014587304,0.037987531620286404,-0.03202852835229676,0.10095858977646313,0.029083415503340853,-0.1285195125425099,-0.6865457683757933,0.07721202499887787,0.12275905179362162,-0.631696359458302,0.06394902343136534,0.5343364262543683,-0.2547212200095415,-0.7712585403406457,0.3189128056234385,-0.03799169777315755,-0.2916322298601507,-0.7469872159216059,0.00531998055546159,0.025459999332765645,0.006030210213532783,-0.638301441690277,0.03069530396836232,-0.40339038947242745,-0.004468822554822019,0.3804800396087641,-0.2027919099877556,0.1847967360926416,0.1016462604174718,-0.040859659141880264,-0.4695761814571318,0.8823866962239598
2015-04-10,-0.34635545691741615,0.0557149201985053,0.11690117254137368,0.17173113512062824,0.39695161956576436,-0.2537518076044561,0.1926416268065538,-0.10225342899435819,0.15838965123860463,0.09485480433634279,0.5611581752111356,0.23078444601554246,0.06536556900118126,-0.14473512085489795,-0.16652805253760247,-0.592303348145439,0.748961532401812,1.2043531741259303,-0.06439424757110267,0.5012850317909925,-0.08860403609642405,-0.1154302993954739,-0.18420048216313353,0.017967305383755,0.3020016304420621,0.09646804324723862,-0.9810338599034368,0.05012223573926505,0.5257503126312373,0.009199526478588663,0.0032166342232412457,0.00353639457494662,-0.36220366701872975,0.19963232725467647,0.12497631890451677,-0.04647660541932676,0.029077597233432003,-0.05949771302782924,-0.274026877077453,0.44870709783720425,-0.08056821758389579,-0.22740887212427963,0.06525513820835045,-0.1772774694960983,-0.3622593227929511,-0.2632909458172552,-0.08242049431664453,-0.13269928646918736,0.7204455711360847,0.18732426415337572,0.06077563546273064,-0.2855154839446468,-0.30610020762225487,-0.5199166277592921,0.05603272118801142,-0.003930566220319659,-0.0943153184173105,-0.4015783186753992,0.1194534541400272,-0.01525818065369734,0.09380276792306212,0.2756074046567283,-0.2766282213318925
2015-04-13,0.17545046619742372,-0.022795694465125606,0.1271321968560979,0.05166816470032855,0.5919796701160269,0.10732691285741526,-0.0038739960924573168,-0.13665572662687075,0.7597325282321721,0.37668454070729407,0.1710676318882177,0.09280190016195018,-0.156452264432481,0.21671417783370076,-0.03521081982674315,-0.3637396094703357,0.7281982148295895,0.0360972930555769,0.1510537599956834,-0.06853559289890428,-0.27632043063806727,0.8831252179822168,-0.10272377544141667,-0.30866242512009184,0.6603827412138038,-0.13202108567553267,-0.11324962153545752,-0.0842469201073995,0.22056243113827947,0.049746169553517135,0.148451175753606,-0.112390984544279,-0.37870377267519356,-0.12189894118033118,0.040154277916921235,-0.2682839712192274,-0.16129257970470753,-0.1769504010795049,0.07137057290826038,-0.1517997030741449,0.12025470304656523,0.3320623320616969,-0.02587642703530761,-0.3662836066387449,-0.20268343091275426,-0.20272917626244732,-0.27108862419621244,0.22683189034815518,0.2688126628439335,-0.23492784687985732,0.048197749620261625,-0.05735112113566091,-0.05085215535473624,0.08471282516754923,-0.04631069951024948,0.12485996893409303,0.7464120915197139,-0.3126436364280829,-0.43665129626032523,-0.058784649650617325,-0.14705121196822438,0.5687456665840448,0.10629650231775183
2015-04-14,-1.393107983742323,0.07837447381307516,-0.18870054553769502,0.33844231752383547,-0.4639151915722278,0.029472581891473303,-0.0986655003019744,0.4855553394885276,0.27294537462906815,-0.10027624810673227,-0.55350509503785,0.07652256542483304,0.3577016270088814,0.5286505532352096,0.04253101994391459,-0.11754889058241508,-1.1056047121193502,-0.7749441330652508,0.02137838250290026,-0.03630444920021659,0.13008583948930838,-0.0223649950134124,-0.16369925645213285,-0.24013470743199458,0.08754635999090232,-0.31550484878102586,-0.07147751242084384,0.04171937503102808,-0.7332124766270549,-0.05499606576264075,-0.8185527831244407,-0.19892890189495524,0.3671868800784958,-7.561931175345349e-05,-0.1335615528994477,-0.1777632757510264,0.1365133506878343,-0.14857202591031593,-0.22279572361356714,-0.9287609097210033,0.06649026563667552,0.19306865307315105,0.21245715565993842,0.1066921122118396,-0.3797424553055737,-0.6524248559352035,-0.03560976632472828,-0.3485039017810327,0.15539868489921846,0.07584949887062517,-0.04564789557181982,0.15216068723696757,0.4051456395702529,-0.06858615596056135,-0.3369166845357092,0.04318285420608272,-0.26067061580229195,-0.2723615152082087,-0.3539842937296729,0.2718668194895057,-0.23678883199981904,-0.5636242796947546,-0.07932482186343967
2015-04-15,0.7584428956122355,0.2112136103315852,0.4588451169868523,-0.1027480818114674,1.0468408846959507,-0.5690152940202625,-0.1019903818567196,0.053150462728526714,0.40642781252396065,0.3549964511123707,0.9681693409429875,0.060254844325982305,-0.07269845833374099,0.9483986828966746,-0.1818634459196863,-0.10456683925270217,0.25864018819882045,-0.6313609055286864,0.1448216349410368,-0.7470514861851292,0.08438787596857529,-0.19597413582601447,0.2941483314677049,-0.32465623195458254,0.17012710538083214,-0.10245524546399704,-1.5790659917686503,0.09220518597298966,0.3013159731591011,0.06406870537555887,-0.3026024396863379,-0.003484120575631498,-0.7121909366215221,0.2762753738457831,-0.13989112206233326,-0.0646276702513193,-0.28239983193877877,-0.007911861546310076,-0.0005207478997215182,-1.0139297596443797,0.22274900585380064,-1.5096353625901813,-0.3585433540563276,-0.8557344061658217,-0.0956328726734479,-0.2844923446330337,0.08860374710443125,-0.01296512840308935,-1.536396905401159,-0.15172043455892195,0.11840185501091857,0.3691061903034798,-0.3628160433637118,0.5932350549276806,1.2397489433284925,-0.07029296230470679,0.31630834410418407,-0.22761014455244005,0.18461063938711883,-0.32111546439778266,0.2841141070094524,0.15715070038153778,-0.10815124706048336
2015-04-16,0.08562329651536638,0.1869313914025174,0.5482525376669825,-0.06393980186194913,-0.1374735495428781,0.6623720102411961,0.9395792557525291,-0.896793925625933,-0.4672427358210471,0.3378527377017656,-1.1055169232883573,0.0867889007251246,-0.22110339023995665,0.09203545291213101,0.1288168891619766,-0.844467559112481,0.6613538986437114,0.10835178597322537,0.014755814839313592,-0.21849770147585557,-0.19360008668791928,0.21654769614357242,-0.5915521561349116,-0.07035912856969144,-0.06454152062644537,0.49381739908344763,-0.20092273585231002,-0.10394111151306318,-0.3991320352094848,-0.05969140487205513,0.18715671029569658,0.11762133212481753,0.2565472032210297,0.21102395374526098,-0.0041891382001241545,-0.029253158207574077,0.07854693028575334,0.08311291188031139,-0.07053527313323422,0.43441580334386554,0.25905230821921793,0.8300235981404509,-0.16227007561226137,-0.21234278348566843,0.1880989064243914,-0.19214306100005688,-0.23868512503184777,-0.0762008802963572,0.09438183212989923,-0.021127080875702888,-0.006064139383577412,-0.12179128862737275,-0.3930682539829179,1.0090360199072361,0.1796330607760402,0.07491274782255486,-0.185865065437796,-0.24471055229505087,0.538589275443688,-0.1168889590553175,0.28092858950170113,0.7203210250130688,0.06312480673894563
2015-04-17,-0.5507729440370195,-0.060918138315790515,0.4304027857891761,-0.3969587122633632,0.19607044478147867,0.4313245491846628,-0.32254412825157647,1.4232020294472119,0.16243155596952913,-0.029887326632470075,0.4025637979149075,0.010033924717342458,0.1076844281467575,0.015764406515704567,-0.09859035459284379,-0.07924326671922308,0.6083974501630796,0.17666376278878881,0.0027169530149149168,0.2305021110808608,-0.06319313300464158,0.18009818348226608,-0.2652117113849317,0.09674792334536475,0.3397000996957385,-0.14301024390173026,-0.4977848503823939,-0.04401477663119429,-0.42091577481912384,0.046622896846446826,0.4351219072065635,-0.0828286755636472,0.006981043957465511,-0.46377415611788686,0.06684066647987653,-0.2941223871556702,-0.16956887436015167,-0.9806518993555169,0.20386396323189834,0.01365335511694793,-0.5481394641844872,-0.5561740054599911,0.07099754025378836,-0.5670590727498739,-1.1435504099603695,0.12446187531445736,-0.11157044332409416,-0.036628215764738695,-0.38072039129630203,-0.057627688250002695,0.29008998732017727,-0.2676149602430454,0.10372451459360127,-1.2641048596901585,0.143435772207618,0.014455117862369176,0.46240123723640014,-0.4769189999938528,-0.5551879213587861,-0.006832243306286901,-0.3277118761865338,-1.3018977699197427,1.0033033727684675
2015-04-20,0.201884026714365,-0.2932837892931647,0.07806100181311723,0.6526885596914662,0.14806009828570893,0.1978332978715571,0.12782919432126363,0.7243288916230577,0.9246032103813107,0.21200978409926174,-0.0004863754653302582,0.22782055122880832,0.07517423436128885,0.5554886882595489,-0.07802352028462525,-0.12323091871743565,0.4168082337341142,0.9065786279940994,-0.071628808525762,0.03446809508114127,-0.06006791588606608,-0.29365081199452997,-0.009126884334068426,-0.312065165438187,0.4178251538318934,-1.7393268496508791,0.2495249999567753,-0.08445264360982888,-0.04063569783418319,-0.012141583096517285,-0.23699577580385994,-0.06437698020640206,-0.00617226295709392,-0.08262125828226352,-0.22399057764052596,-0.21451692577123221,-0.012195328157952228,0.3465787667497458,0.246248378092794,0.19007467242562476,1.1111371048886236,0.3721934179564953,0.3392935640350043,-0.026166274550353065,-0.17200000820121228,-0.2611637862555649,0.12367651231658827,0.08687548914248834,0.3239893599839438,0.20277117937296135,-0.0988458855227248,0.08942717499673111,0.7123648388163245,0.060714183532231764,-0.5775544039099237,0.2819238365297913,0.24364099423105978,-0.08244777539766317,-0.7784528578205197,-0.0694744473056295,-0.4465604378073679,1.3522589427712384,-0.03381025968685496
